,short_name,long_name,overall,age,dob,height_cm,weight_kg,club_position,Position,club_name,league_name,nationality_name,club_jersey_number,preferred_foot,weak_foot,skill_moves,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking,skill,movement,power,mentality
502,Brahim,Brahim Abdelkader Díaz,78,21,1999-08-03,171,59,CAM,Midfield,AC Milan,Italian Serie A,Spain,10,Right,5,4,Injury Prone  Finesse Shot  Flair  Technical Dribbler (AI),78,69,76,82,30,50,60.6,74.8,81.6,63.6,58.1666666666667
503,A. Lafont,Alban Lafont,78,22,1999-01-23,196,90,GK,GK,FC Nantes,French Ligue 1,France,1,Right,3,1,Leadership  Rushes Out Of Goal  Cautious With Crosses,73.8988941548183,67.4723538704581,72.8862559241706,76.4881516587678,62.7219589257504,73.2922590837283,19,17.4,55,48.8,27.1666666666667
504,J. Harrison,Jack Harrison,78,24,1996-11-20,175,70,LM,Midfield,Leeds United,English Premier League,England,22,Left,3,4,Finesse Shot  Flair  Technical Dribbler (AI),83,71,72,79,42,68,65.4,69,80.8,71.2,63.5
505,W. Endo,遠藤 航,78,28,1993-02-09,178,76,LCM,Midfield,VfB Stuttgart,German 1. Bundesliga,Japan,3,Right,4,3,Long Passer (AI),66,61,70,75,78,73,58.2,63.6,70.6,74.6,71.1666666666667
506,R. Le Normand,Robin Le Normand,78,24,1996-11-11,187,81,LCB,Defender,Real Sociedad,Spain Primera Division,France,24,Right,3,2,Solid Player  Dives Into Tackles (AI)  Power Header,66,25,52,56,80,74,47.8,47,58.2,57.6,48.6666666666667
507,Y. Herrera,Yangel Clemente Herrera Ravelo,78,23,1998-01-07,184,77,LDM,Midfield,RCD Espanyol de Barcelona,Spain Primera Division,Venezuela,25,Right,3,3,Long Shot Taker (AI),63,70,73,75,77,74,66.6,69,65.2,73.2,71.8333333333333
508,Domingos Duarte,Domingos Sousa Coutinho Meneses Duarte,78,26,1995-03-03,190,78,RCB,Defender,Granada CF,Spain Primera Division,Portugal,22,Right,3,2,Dives Into Tackles (AI)  Long Passer (AI),56,35,58,54,80,78,53.8,44.4,53.8,59.2,59.1666666666667
509,I. Sarr,Ismaïla Sarr,78,23,1998-02-25,185,76,RM,Midfield,Watford,English Premier League,Senegal,23,Right,2,4,Speed Dribbler (AI),94,76,67,80,22,67,66.4,70.6,83.2,70.4,57.8333333333333
510,Luiz Felipe,Luiz Felipe Ramos Marchi,78,24,1997-03-22,187,80,RCB,Defender,Lazio,Italian Serie A,Brazil,3,Right,4,3,Long Throw-in  Dives Into Tackles (AI),73,29,61,68,80,72,50.6,54.4,66.8,56.4,58.5
511,A. Barák,Antonín Barák,78,26,1994-12-03,190,86,RF,Forward,Hellas Verona,Italian Serie A,Czech Republic,7,Left,3,4,Technical Dribbler (AI),66,76,77,78,62,72,72.2,75,66.8,74.2,70.1666666666667
512,N. Zaniolo,Nicolò Zaniolo,78,21,1999-07-02,190,79,RM,Midfield,Roma,Italian Serie A,Italy,22,Left,3,3,Injury Prone  Flair  Speed Dribbler (AI),83,74,71,80,61,82,67.4,70.8,80.6,75.6,71
513,N. Lang,Noa Noëll Lang,78,22,1999-06-17,179,69,RW,Forward,Club Brugge KV,Belgian Jupiler Pro League,Netherlands,10,Right,3,4,Flair  Outside Foot Shot  Technical Dribbler (AI),82,74,72,82,51,67,69.6,71.4,81.6,69.4,71
514,F. Fabra,Frank Yusty Fabra Palacios,78,30,1991-02-22,174,86,LB,Defender,Boca Juniors,Argentina Primera División,Colombia,18,Left,3,3,Early Crosser  Speed Dribbler (AI)  Outside Foot Shot,86,61,71,78,70,78,63.2,64.8,79,74.2,71.5
515,A. Westwood,Ashley Westwood,78,31,1990-04-01,175,73,RCM,Midfield,Burnley,English Premier League,England,18,Right,3,3,Solid Player  Long Passer (AI)  Playmaker (AI),58,62,80,74,74,75,66.6,77.8,69,72.4,73.8333333333333
516,M. Sissoko,Moussa Sissoko,78,31,1989-08-16,187,91,RCM,Midfield,Watford,English Premier League,France,19,Right,3,3,Solid Player,74,61,73,75,75,87,65.6,72.8,68.8,77.4,72.1666666666667
517,G. Kakuta,Gaël Kakuta,78,30,1991-06-21,173,72,CAM,Midfield,Racing Club de Lens,French Ligue 1,Congo DR,10,Left,3,4,Leadership  Flair  Playmaker (AI)  Outside Foot Shot  Technical Dribbler (AI),73,72,76,83,42,66,69.8,79,79,74.8,67.8333333333333
518,C. Kouyaté,Cheikhou Kouyaté,78,31,1989-12-21,189,83,CDM,Midfield,Crystal Palace,English Premier League,Senegal,8,Right,3,3,Leadership  Long Passer (AI),64,64,62,69,78,85,62.8,58.4,64.4,77.2,70
519,F. Caputo,Francesco Caputo,78,33,1987-08-06,181,74,LS,Forward,U.C. Sampdoria,Italian Serie A,Italy,10,Right,4,3,Finesse Shot,82,79,62,78,30,67,71.4,64.8,81.4,74,60.5
520,G. Bonaventura,Giacomo Bonaventura,78,31,1989-08-22,181,75,RCM,Midfield,Fiorentina,Italian Serie A,Italy,5,Right,3,4,Injury Prone  Long Shot Taker (AI),69,75,80,80,70,65,75.6,79.6,73.6,72.6,73.1666666666667
521,Pedro,Pedro Eliezer Rodríguez Ledesma,78,33,1987-07-28,169,65,RW,Forward,Lazio,Italian Serie A,Spain,9,Right,5,4,Finesse Shot  Long Shot Taker (AI)  Outside Foot Shot,74,73,77,84,40,52,67.2,75.6,81,64.8,68.3333333333333
522,S. Coleman,Séamus Coleman,78,32,1988-10-11,177,77,RB,Defender,Everton,English Premier League,Republic of Ireland,23,Right,3,3,Leadership  Team Player,66,65,73,76,78,70,68.8,68,71.2,69.8,72.6666666666667
523,L. Rodríguez,Luis Alfonso Rodríguez Alanís,78,30,1991-01-21,177,76,RB,Defender,Tigres U.A.N.L.,Mexican Liga MX,Mexico,28,Right,3,3,Early Crosser  Technical Dribbler (AI),84,64,73,76,70,79,66.6,69.8,78.4,76,67.3333333333333
524,Escudero,Sergio Escudero Palomo,78,31,1989-09-02,176,72,LB,Defender,Granada CF,Spain Primera Division,Spain,3,Left,2,3,Long Throw-in,69,63,74,71,78,71,67.2,71.2,71.4,71,70.1666666666667
525,R. Soriano,Roberto Soriano,78,30,1991-02-08,182,76,CM,Midfield,Bologna,Italian Serie A,Italy,21,Right,4,4,Playmaker (AI)  Technical Dribbler (AI),69,75,78,79,67,71,74,74.2,73.6,73.2,72.1666666666667
526,H. Seferović,Haris Seferović,78,29,1992-02-22,189,85,ST,Forward,SL Benfica,Portuguese Liga ZON SAGRES,Switzerland,14,Left,2,3,Finesse Shot,72,78,67,72,48,84,74,68.8,68.8,80.6,70.1666666666667
527,R. Vormer,Ruud Willem Vormer,78,33,1988-05-11,178,79,RCM,Midfield,Club Brugge KV,Belgian Jupiler Pro League,Netherlands,25,Right,4,3,Solid Player  Leadership  Early Crosser  Long Shot Taker (AI)  Team Player,58,75,79,70,75,79,75.2,75.2,65.4,77.6,78.5
528,A. Guardado,José Andrés Guardado Hernández,78,34,1986-09-28,169,67,LDM,Midfield,Real Betis Balompié,Spain Primera Division,Mexico,18,Left,2,3,Injury Prone,64,68,80,79,73,69,68.8,79,74.4,71.6,74.3333333333333
529,Pepe Reina,José Manuel Reina Páez,78,38,1982-08-31,188,92,GK,GK,Lazio,Italian Serie A,Spain,25,Right,3,1,GK Long Throw  Rushes Out Of Goal,73.8988941548183,67.4723538704581,72.8862559241706,76.4881516587678,62.7219589257504,73.2922590837283,17.2,18.8,55.2,49.8,36.6666666666667
530,Negredo,Álvaro Negredo Sánchez,78,35,1985-08-20,186,86,ST,Forward,Cádiz CF,Spain Primera Division,Spain,18,Left,2,3,Power Header,59,81,64,72,36,77,71.8,68.4,65.2,78.4,67.3333333333333
531,A. Talavera,Alfredo Talavera Díaz,78,38,1982-09-18,186,85,GK,GK,Club Universidad Nacional,Mexican Liga MX,Mexico,1,Right,4,1,Solid Player  GK Long Throw  Comes For Crosses,73.8988941548183,67.4723538704581,72.8862559241706,76.4881516587678,62.7219589257504,73.2922590837283,18,19,58,51.8,38.3333333333333
532,F. Quagliarella,Fabio Quagliarella,78,38,1983-01-31,180,79,RS,Forward,U.C. Sampdoria,Italian Serie A,Italy,27,Right,4,4,Leadership  Finesse Shot  Long Passer (AI)  Long Shot Taker (AI)  Outside Foot Shot,61,83,74,79,30,63,75.8,77.8,69.6,73.4,65.6666666666667
533,L. Koscielny,Laurent Koscielny,78,35,1985-09-10,186,80,CB,Defender,FC Girondins de Bordeaux,French Ligue 1,France,6,Right,3,2,Injury Prone  Leadership  Power Header,54,43,63,65,79,75,55.4,56.4,60.6,64.6,63.6666666666667
534,Falcao,Radamel Falcao García Zárate,78,35,1986-02-10,177,72,ST,Forward,Rayo Vallecano,Spain Primera Division,Colombia,16,Right,4,3,Injury Prone  Finesse Shot  Power Header  Outside Foot Shot,56,79,67,76,41,69,75,72.8,68.4,73.6,70.3333333333333
535,V. Moses,Victor Moses,78,30,1990-12-12,177,79,RM,Midfield,Spartak Moskva,Russian Premier League,Nigeria,8,Right,4,4,Flair  Outside Foot Shot  Technical Dribbler (AI),76,69,74,80,70,70,70.4,73.8,76.2,71,72
536,C. Ansaldi,Cristian Daniel Ansaldi,78,34,1986-09-20,181,76,LM,Midfield,Torino F.C.,Italian Serie A,Argentina,15,Right,5,4,Injury Prone  Long Shot Taker (AI)  Technical Dribbler (AI),77,64,76,77,72,70,69,71.8,74.8,70.2,71
537,K. Boateng,Kevin-Prince Boateng,78,34,1987-03-06,185,86,CDM,Midfield,Hertha BSC,German 1. Bundesliga,Ghana,27,Right,4,4,Leadership  Flair  Long Shot Taker (AI)  Outside Foot Shot,69,78,77,80,66,74,76.8,77.8,70.4,74.8,75
538,Pedro León,Pedro León Sánchez Gil,78,34,1986-11-24,183,73,RM,Midfield,CF Fuenlabrada,Spanish Segunda División,Spain,14,Right,3,4,Power Free-Kick  Finesse Shot  Long Shot Taker (AI),55,77,86,77,45,58,72.2,83.8,64.4,63,67.3333333333333
539,A. Oukidja,Alexandre Oukidja,78,32,1988-07-19,184,80,GK,GK,FC Metz,French Ligue 1,Algeria,16,Right,3,1,Comes For Crosses,73.8988941548183,67.4723538704581,72.8862559241706,76.4881516587678,62.7219589257504,73.2922590837283,16.6,16.8,54.6,49.2,28.8333333333333
540,Miguel Veloso,Miguel Luís Pinto Veloso,78,35,1986-05-11,180,79,LCM,Midfield,Hellas Verona,Italian Serie A,Portugal,4,Left,4,4,Injury Prone  Leadership  Long Passer (AI),46,70,83,76,66,71,72.8,80.8,60.4,74,73.5
541,J. Hernández,Javier Hernández Balcázar,78,33,1988-06-01,175,73,ST,Forward,LA Galaxy,USA Major League Soccer,Mexico,14,Right,3,3,Injury Prone  Finesse Shot  Outside Foot Shot,68,76,63,75,31,66,72,64.8,74.6,71.8,65.1666666666667
542,Víctor Ruiz,Víctor Ruíz Torre,78,32,1989-01-25,185,78,LCB,Defender,Real Betis Balompié,Spain Primera Division,Spain,6,Left,2,2,Long Passer (AI),50,42,65,60,79,78,56.4,62,55.4,65.4,61.8333333333333
543,Ángel,Ángel Luís Rodríguez Díaz,78,34,1987-04-26,172,68,ST,Forward,RCD Mallorca,Spain Primera Division,Spain,22,Right,3,3,Finesse Shot,71,81,61,78,34,66,72.2,64,73.8,71,63.6666666666667
544,Fransérgio,Fransérgio Rodrigues Barbosa,78,30,1990-10-18,187,82,LCM,Midfield,FC Girondins de Bordeaux,French Ligue 1,Brazil,13,Right,3,3,Long Shot Taker (AI)  Playmaker (AI)  Team Player,59,75,75,75,73,80,72,76,63.4,75.6,77.3333333333333
545,R. Steffen,Renato Steffen,78,29,1991-11-03,170,65,LM,Midfield,VfL Wolfsburg,German 1. Bundesliga,Switzerland,11,Left,3,3,Speed Dribbler (AI)  Outside Foot Shot,79,75,74,80,48,65,75,75,83.4,75,63.8333333333333
546,B. Cristante,Bryan Cristante,78,26,1995-03-03,186,80,RDM,Midfield,Roma,Italian Serie A,Italy,4,Right,3,3,Long Passer (AI),55,71,76,75,75,78,73,73,60.6,76.2,71.8333333333333
547,R. Saïss,Romain Saïss,78,31,1990-03-26,188,84,LCB,Defender,Wolverhampton Wanderers,English Premier League,Morocco,27,Left,3,3,Dives Into Tackles (AI)  Long Passer (AI),58,56,69,70,79,77,61.8,65.8,62.8,71,68.1666666666667
548,J. Hector,Jonas Hector,78,31,1990-05-27,185,75,LB,Defender,1. FC Köln,German 1. Bundesliga,Germany,14,Left,4,3,Dives Into Tackles (AI)  Team Player,59,60,75,75,76,75,65.4,71.2,67.2,72.4,71.3333333333333
549,Clinton Mata,Clinton Mukoni Mata Pedro Lourenço,78,28,1992-11-07,180,73,RB,Defender,Club Brugge KV,Belgian Jupiler Pro League,Angola,77,Right,3,3,Long Passer (AI),82,61,68,75,76,80,61,71.6,79.4,79.6,68.5
550,F. Mollet,Florent Mollet,78,29,1991-11-19,170,67,LM,Midfield,Montpellier Hérault SC,French Ligue 1,France,25,Right,4,3,Power Free-Kick  Long Shot Taker (AI)  Playmaker (AI)  Outside Foot Shot  Technical Dribbler (AI),74,75,78,80,51,63,67,79.6,78.2,72.8,68.5
551,R. Ghezzal,Rachid Ghezzal,78,29,1992-05-09,182,70,RW,Forward,Beşiktaş JK,Turkish Süper Lig,Algeria,18,Left,3,4,Flair  Technical Dribbler (AI),71,69,81,80,28,55,70,80.2,73.4,63.6,62.5
552,P. Bamford,Patrick Bamford,78,27,1993-09-05,185,71,ST,Forward,Leeds United,English Premier League,England,9,Left,3,3,Flair,73,78,67,73,42,77,71.4,67.6,72.2,76.8,68.5
553,J. McGinn,John McGinn,78,26,1994-10-18,178,68,RCM,Midfield,Aston Villa,English Premier League,Scotland,7,Left,3,3,Long Passer (AI)  Long Shot Taker (AI)  Playmaker (AI),70,73,75,78,71,80,69,73.6,74.6,79.2,70.5
554,Carles Gil,Carles Gil de Pareja Vicent,78,28,1992-11-02,170,66,CAM,Midfield,New England Revolution,USA Major League Soccer,Spain,22,Left,4,4,Long Shot Taker (AI)  Playmaker (AI),66,70,80,79,39,64,67.4,75.6,71.8,68.4,65.1666666666667
555,M. Dembélé,Moussa Dembélé,78,24,1996-07-12,183,79,ST,Forward,Olympique Lyonnais,French Ligue 1,France,9,Right,3,3,Flair,78,77,63,73,30,82,71,64.4,74.8,79.6,66.6666666666667
556,N. Stanciu,Nicolae Claudiu Stanciu,78,28,1993-05-07,170,63,CAM,Midfield,SK Slavia Praha,Czech Republic Gambrinus Liga,Romania,7,Right,4,4,Long Passer (AI)  Long Shot Taker (AI)  Playmaker (AI)  Outside Foot Shot  Technical Dribbler (AI),72,75,80,80,59,68,73.4,81.4,79.6,72.4,71.5
557,T. Mings,Tyrone Mings,78,28,1993-03-13,196,77,LCB,Defender,Aston Villa,English Premier League,England,5,Left,2,3,Leadership  Long Passer (AI),72,44,67,66,78,81,58.2,60,64.6,66,65
558,R. Zobnin,Roman Zobnin,78,27,1994-02-11,182,78,RDM,Midfield,Spartak Moskva,Russian Premier League,Russia,47,Right,3,4,Team Player,76,64,74,77,76,72,67.6,73,72.8,70,70.3333333333333
559,D. Boyata,Anga Dedryck Boyata,78,30,1990-11-28,188,84,RCB,Defender,Hertha BSC,German 1. Bundesliga,Belgium,20,Right,3,2,Injury Prone  Power Header,70,29,52,58,79,83,50.8,44,66,65.2,51.1666666666667
560,J. Tah,Jonathan Tah,78,25,1996-02-11,195,98,LCB,Defender,Bayer 04 Leverkusen,German 1. Bundesliga,Germany,4,Right,4,2,Solid Player,67,27,55,57,79,81,45.6,47.2,59,59,58
561,Moi Gómez,Moisés Gómez Bordonado,78,27,1994-06-23,176,73,RM,Midfield,Villarreal CF,Spain Primera Division,Spain,23,Right,5,4,Finesse Shot  Long Passer (AI),68,74,77,78,55,61,70.4,75.2,71.8,69.4,65.5
562,Emerson,Emerson Palmieri dos Santos,78,26,1994-08-03,176,79,LB,Defender,Olympique Lyonnais,French Ligue 1,Italy,3,Left,2,3,Speed Dribbler (AI),80,63,70,78,75,63,63.4,69.8,77.4,70.2,67.1666666666667
563,D. Sidibé,Djibril Sidibé,78,28,1992-07-29,182,71,RCB,Defender,AS Monaco,French Ligue 1,France,29,Right,4,3,Injury Prone  Team Player,74,62,74,74,74,79,64.8,74.4,72.4,76,67.8333333333333
564,J. Svensson,Jonas Svensson,78,28,1993-03-06,170,70,RB,Defender,Adana Demirspor,Turkish Süper Lig,Norway,22,Right,3,3,Solid Player  Dives Into Tackles (AI),79,60,72,75,73,82,65.6,68.2,79.8,75.4,69.8333333333333
565,F. Midtsjø,Fredrik Midtsjø,78,27,1993-08-11,176,70,RCM,Midfield,AZ Alkmaar,Holland Eredivisie,Norway,6,Right,3,3,Solid Player,76,63,77,77,71,79,66.4,70.8,77.6,74.2,71
566,S. Sosa,Carlos Sebastián Sosa Silva,78,34,1986-08-19,179,79,GK,GK,Club Atlético Independiente,Argentina Primera División,Uruguay,1,Right,3,1,Leadership  Saves with Feet,73.8988941548183,67.4723538704581,72.8862559241706,76.4881516587678,62.7219589257504,73.2922590837283,16.8,22.4,58,49.8,32
567,D. Vida,Domagoj Vida,78,32,1989-04-29,184,76,LCB,Defender,Beşiktaş JK,Turkish Süper Lig,Croatia,24,Right,3,2,Solid Player  Dives Into Tackles (AI)  Power Header,73,40,58,60,80,81,56.6,50.8,69,65,63.8333333333333
568,L. Dunk,Lewis Dunk,78,29,1991-11-21,192,88,LCB,Defender,Brighton & Hove Albion,English Premier League,England,5,Right,3,2,Power Free-Kick  Solid Player  Dives Into Tackles (AI)  Leadership  Long Passer (AI)  Power Header  Team Player,46,51,62,64,79,78,49.8,66.2,50,72.8,59.8333333333333
569,H. Vanaken,Hans Vanaken,78,28,1992-08-24,195,80,LCM,Midfield,Club Brugge KV,Belgian Jupiler Pro League,Belgium,20,Right,5,4,Solid Player  Playmaker (AI)  Team Player,47,78,79,75,59,73,78.6,77.4,53.4,70,75
570,S. Ortega,Stefan Ortega Moreno,78,28,1992-11-06,185,88,GK,GK,DSC Arminia Bielefeld,German 1. Bundesliga,Germany,1,Right,4,1,Leadership  Rushes Out Of Goal  Saves with Feet,73.8988941548183,67.4723538704581,72.8862559241706,76.4881516587678,62.7219589257504,73.2922590837283,21.2,28.2,55.6,52,34.8333333333333
571,Felipe Anderson,Felipe Anderson Pereira Gomes,78,28,1993-04-15,175,70,LW,Forward,Lazio,Italian Serie A,Brazil,7,Right,4,4,Finesse Shot  Flair  Speed Dribbler (AI),85,74,76,82,55,59,67.4,76.8,83,62.8,70
572,J. Vestergaard,Jannik Vestergaard,78,28,1992-08-03,199,96,LCB,Defender,Leicester City,English Premier League,Denmark,23,Right,4,2,Long Passer (AI)  Power Header,32,48,62,49,79,82,52.6,54.6,39.2,71,66.6666666666667
573,P. Kadeřábek,Pavel Kadeřábek,78,29,1992-04-25,182,81,RB,Defender,TSG Hoffenheim,German 1. Bundesliga,Czech Republic,3,Right,2,3,Speed Dribbler (AI),74,43,73,73,72,79,63.6,65,72.4,69.6,70.3333333333333
574,Héctor Bellerín,Héctor Bellerín Moruno,78,26,1995-03-19,178,74,RB,Defender,Real Betis Balompié,Spain Primera Division,Spain,12,Right,2,3,Speed Dribbler (AI),83,51,69,77,73,65,60.6,65.2,79.4,58.4,68.8333333333333
575,D. Suárez,Damián Nicolás Suárez Suárez,78,33,1988-04-27,173,68,RB,Defender,Getafe CF,Spain Primera Division,Uruguay,22,Right,3,3,Long Throw-in  Dives Into Tackles (AI)  Long Passer (AI)  Long Shot Taker (AI),73,69,73,74,76,77,69.6,73.2,72.4,76.4,72
576,J. Brooks,John Anthony Brooks,78,28,1993-01-28,193,78,LCB,Defender,VfL Wolfsburg,German 1. Bundesliga,United States,25,Left,3,2,Long Passer (AI)  Power Header,59,39,59,64,80,76,53.2,52,59.6,59.6,62.5
577,Denis Suárez,Denis Suárez Fernández,78,27,1994-01-06,178,66,CM,Midfield,RC Celta de Vigo,Spain Primera Division,Spain,6,Right,3,3,Injury Prone  Finesse Shot  Technical Dribbler (AI),74,71,81,80,61,56,69.2,78.4,77,64.8,68.8333333333333
578,Mário Rui,Mário Rui Silva Duarte,78,30,1991-05-27,170,67,LB,Defender,Napoli,Italian Serie A,Portugal,6,Left,3,3,Speed Dribbler (AI),80,49,73,79,71,64,58.6,73.2,81.6,72.6,66.6666666666667
579,Sidney Pessinho,Sidney Adrián Pessoa Vidigal,77,29,1992-02-29,187,85,LCM,Midfield,Internacional,Campeonato Brasileiro Série A,Brazil,24,Right,3,2,Long Passer (AI),69,62,74,69,76,80,61.8,75.6,63.8,74.8,68.5
580,Nuno Padrenda,Nuno Ailton Padrenda Mendes,77,25,1996-02-29,180,75,LS,Forward,Clube Atlético Mineiro,Campeonato Brasileiro Série A,Brazil,30,Right,4,2,Dives Into Tackles (AI),82,73,77,82,52,70,70.2,77.8,77.2,74.2,66.1666666666667
581,Vieirundinho,Danilo Manuel Vieira Espíndola,77,33,1988-02-29,189,84,RCB,Defender,Santos,Campeonato Brasileiro Série A,Brazil,12,Right,2,2,Power Header,59,39,53,57,80,81,49,50,57.2,65.4,55.1666666666667
582,Alexo Baia,Alessandro Baia Marques,77,33,1988-02-29,175,71,RB,Defender,Clube Atlético Mineiro,Campeonato Brasileiro Série A,Brazil,18,Right,3,3,Long Throw-in  Solid Player,76,48,69,75,74,70,61,65,75.8,58.2,67
583,Enzo Chissano,Enzo Leandro Chissano Baia,77,29,1992-02-29,165,62,LB,Defender,Palmeiras,Campeonato Brasileiro Série A,Brazil,7,Left,3,2,Solid Player,79,62,71,70,74,69,70,72.4,72.6,72.2,66
584,Claudio Coíntra,Claudio Nuno Coíntra Calegari,77,25,1996-02-29,174,71,CAM,Midfield,Palmeiras,Campeonato Brasileiro Série A,Brazil,23,Left,5,4,Flair  Technical Dribbler (AI),79,73,76,78,27,60,68.8,77.2,81.8,68.6,64.6666666666667
585,N. Nández,Nahitan Michel Nández Acosta,77,25,1995-12-28,172,70,RM,Midfield,Cagliari,Italian Serie A,Uruguay,18,Right,3,3,Outside Foot Shot,77,67,72,77,76,83,64,65.6,79.4,77.2,75
586,M. Almirón,Miguel Ángel Almirón Rejala,77,27,1994-02-10,174,70,LCM,Midfield,Newcastle United,English Premier League,Paraguay,24,Left,2,4,Long Shot Taker (AI)  Speed Dribbler (AI),86,72,74,79,53,63,67.4,73.8,80.2,65,69.5
587,L. Blas,Ludovic Blas,77,23,1997-12-31,180,70,RS,Forward,FC Nantes,French Ligue 1,France,10,Left,2,4,Flair  Technical Dribbler (AI),74,72,75,81,58,65,69,75.2,75.8,71.4,69.6666666666667
588,R. Perraud,Romain Perraud,77,23,1997-09-22,173,68,LB,Defender,Southampton,English Premier League,France,15,Left,2,3,Power Free-Kick  Long Shot Taker (AI),74,72,75,74,72,73,70.2,73.2,75.2,73.6,72.6666666666667
589,J. Bijlow,Justin Bijlow,77,23,1998-01-22,188,76,GK,GK,Feyenoord,Holland Eredivisie,Netherlands,1,Right,2,1,Injury Prone  Comes For Crosses,73.8988941548183,67.4723538704581,72.8862559241706,76.4881516587678,62.7219589257504,73.2922590837283,14.8,19.2,55.2,47,28.3333333333333
590,F. Centonze,Fabien Centonze,77,25,1996-01-16,182,75,RWB,Defender,FC Metz,French Ligue 1,France,18,Right,2,2,Speed Dribbler (AI),81,51,70,72,70,79,60,64.8,75.2,72.2,67.5
591,J. Ito,伊东 纯也,77,28,1993-03-09,176,66,RW,Forward,KRC Genk,Belgian Jupiler Pro League,Japan,7,Right,4,4,Speed Dribbler (AI),89,71,73,77,58,70,67,69.2,82.2,75.2,69.8333333333333
592,Fábio Martins,Fábio Santos Martins,77,27,1993-07-24,180,72,RF,Forward,SC Braga,Portuguese Liga ZON SAGRES,Portugal,26,Right,3,4,Flair  Outside Foot Shot  Team Player  Chip Shot (AI)  Technical Dribbler (AI),77,74,72,82,46,67,70,73.2,78.6,74.2,69.3333333333333
593,G. Castrovilli,Gaetano Castrovilli,77,24,1997-02-17,179,72,LCM,Midfield,Fiorentina,Italian Serie A,Italy,10,Right,3,4,Flair  Long Passer (AI)  Outside Foot Shot  Technical Dribbler (AI),74,65,75,82,66,68,64.8,69,77.6,65.8,68.1666666666667
594,O. Pineda,Orbelín Pineda Alvarado,77,25,1996-03-24,169,63,RW,Forward,Cruz Azul,Mexican Liga MX,Mexico,31,Right,4,3,Long Shot Taker (AI)  Outside Foot Shot,86,73,72,79,62,66,65.6,69.8,83,70.2,68
595,J. Boga,Jérémie Boga,77,24,1997-01-03,174,72,LM,Midfield,U.S. Sassuolo Calcio,Italian Serie A,Côte d'Ivoire,7,Right,3,4,Finesse Shot  Speed Dribbler (AI),85,73,72,81,37,63,68.4,74.8,81.6,69.4,60.8333333333333
596,J. Larsson,Carl Henrik Jordan Larsson,77,24,1997-06-20,175,68,CAM,Midfield,Spartak Moskva,Russian Premier League,Sweden,11,Left,3,3,Finesse Shot  Flair  Long Shot Taker (AI)  Speed Dribbler (AI),84,78,74,79,29,72,72.6,75,80.6,76.4,66.5
597,J. Andersen,Joachim Christian Andersen,77,25,1996-05-31,192,90,RCB,Defender,Crystal Palace,English Premier League,Denmark,16,Right,3,2,Long Passer (AI),58,47,63,59,77,78,52.6,57,59.2,68.4,61.1666666666667
598,P. Bernardoni,Paul Jean François Bernardoni,77,24,1997-04-18,190,78,GK,GK,Angers SCO,French Ligue 1,France,1,Left,2,1,Comes For Crosses  Saves with Feet,73.8988941548183,67.4723538704581,72.8862559241706,76.4881516587678,62.7219589257504,73.2922590837283,18.2,19.6,36,49,27.3333333333333
599,J. Omlin,Jonas Omlin,77,27,1994-01-10,189,80,GK,GK,Montpellier Hérault SC,French Ligue 1,Switzerland,1,Right,4,1,Rushes Out Of Goal  Saves with Feet,73.8988941548183,67.4723538704581,72.8862559241706,76.4881516587678,62.7219589257504,73.2922590837283,25,26,51.4,51,32
600,G. Dzhikiya,Georgiy Dzhikiya,77,27,1993-11-21,188,86,LCB,Defender,Spartak Moskva,Russian Premier League,Russia,14,Left,3,2,Dives Into Tackles (AI)  Long Passer (AI),80,53,61,64,79,81,51.2,65.4,70.6,72.4,65.1666666666667
601,Z. Ferhat,Zinedine Ferhat,77,28,1993-03-01,183,70,LM,Midfield,Nîmes Olympique,French Ligue 2,Algeria,10,Right,4,4,Solid Player  Playmaker (AI)  Outside Foot Shot  Team Player  Technical Dribbler (AI),81,64,76,76,31,70,67,73.2,75.2,72.4,58.5
602,Unai López,Unai López Cabrera,77,25,1995-10-30,170,69,RDM,Midfield,Rayo Vallecano,Spain Primera Division,Spain,12,Right,3,3,Power Free-Kick  Long Passer (AI)  Playmaker (AI)  Outside Foot Shot,73,72,78,79,68,70,67,77.8,79,74.4,68.3333333333333
603,M. Holgate,Mason Holgate,77,24,1996-10-22,184,75,RCB,Defender,Everton,English Premier League,England,4,Right,3,3,Long Passer (AI),73,43,69,69,78,77,59.8,60.2,70.6,65.2,64.5
604,E. Skhiri,Ellyes Joris Skhiri,77,26,1995-05-10,185,73,CDM,Midfield,1. FC Köln,German 1. Bundesliga,Tunisia,28,Right,3,3,Dives Into Tackles (AI),58,69,69,73,77,73,68.6,69.4,65.4,75.6,67.8333333333333
605,Rubén Duarte,Rubén Duarte Sánchez,77,25,1995-10-18,180,75,LB,Defender,Deportivo Alavés,Spain Primera Division,Spain,3,Left,2,2,Long Passer (AI),66,36,65,67,77,69,58,64.8,66.8,56.4,56.5
606,A. Rossi,Agustín Daniel Rossi,77,25,1995-08-21,195,95,GK,GK,Boca Juniors,Argentina Primera División,Argentina,1,Right,2,1,GK Long Throw,73.8988941548183,67.4723538704581,72.8862559241706,76.4881516587678,62.7219589257504,73.2922590837283,20.4,26,45.8,49,32.1666666666667
